id,personal_data_id,position,season_id
4431,1231,"LM
",3
4432,1232,"GK
",3
4433,1233,"RM
",3
4434,1234,ST,3
4435,1235,"GK
",3
4436,1236,"LB
",3
4437,1237,"CM
",3
4438,1238,"RB
",3
4439,1239,"LM
",3
4440,1240,"GK
",3
4441,1241,ST,3
4442,1242,ST,3
4443,1243,"RM
",3
4444,1244,"RM
",3
4445,1245,"CM
",3
4446,1246,"CM
",3
4447,1247,"LB
",3
4448,1248,"LM
",3
4449,1249,"GK
",3
4450,1250,"CM
",3
4451,1251,ST,3
4452,1252,"RM
",3
4453,1253,"RB
",3
4454,1254,"RB
",3
4455,1255,"RM
",3
4456,1256,"GK
",3
4457,1257,"LM
",3
4458,1258,"RB
",3
4459,1259,"RM
",3
4460,1260,"GK
",3
4461,1261,ST,3
4462,1262,"CB
",3
4463,1263,"RM
",3
4464,1264,"CB
",3
4465,1265,"CM
",3
4466,1266,ST,3
4467,1267,"GK
",3
4468,1268,"CM
",3
4469,1269,"RM
",3
4470,1270,"RB
",3
4471,1271,"RM
",3
4472,1272,"LM
",3
4473,1273,ST,3
4474,1274,ST,3
4475,1275,"LM
",3
4476,1276,"RM
",3
4477,1277,"GK
",3
4478,1278,ST,3
4479,1279,"CB
",3
4480,1280,"LM
",3
4481,1281,"CB
",3
4482,1282,"LM
",3
4483,1283,"RM
",3
4484,1284,"LB
",3
4485,1285,ST,3
4486,1286,ST,3
4487,1287,"LB
",3
4488,1288,"RM
",3
4489,1289,"LM
",3
4490,1290,"RB
",3
4491,1291,"LM
",3
4492,1292,"RB
",3
4493,1293,ST,3
4494,1294,"GK
",3
4495,1295,"LB
",3
4496,1296,"GK
",3
4497,1297,ST,3
4498,1298,"LM
",3
4499,1299,"RM
",3
4500,1300,ST,3
4501,1301,"CM
",3
4502,1302,"CB
",3
4503,1303,"CM
",3
4504,1304,"RB
",3
4505,1305,"CB
",3
4506,1306,"RM
",3
4507,1307,"LM
",3
4508,1308,"CM
",3
4509,1309,"LB
",3
4510,1310,"LM
",3
4511,1311,"CM
",3
4512,1312,"RB
",3
4513,1313,"RB
",3
4514,1314,"CM
",3
4515,1315,"CM
",3
4516,1316,"CB
",3
4517,1317,ST,3
4518,1318,ST,3
4519,1319,"GK
",3
4520,1320,"RM
",3
4521,1321,"GK
",3
4522,1322,ST,3
4523,1323,ST,3
4524,1324,"CB
",3
4525,1325,"CM
",3
4526,1326,ST,3
4527,1327,"CB
",3
4528,1328,"GK
",3
4529,1329,"LM
",3
4530,1330,"GK
",3
4531,1331,"GK
",3
4532,1332,"GK
",3
4533,1333,"LM
",3
4534,1334,"LM
",3
4535,1335,ST,3
4536,1336,"CB
",3
4537,1337,"GK
",3
4538,1338,"CM
",3
4539,1339,"CM
",3
4540,1340,"LM
",3
4541,1341,"CM
",3
4542,1342,"LM
",3
4543,1343,"RM
",3
4544,1344,ST,3
4545,1345,"LB
",3
4546,1346,"CB
",3
4547,1347,"CB
",3
4548,1348,"CB
",3
4549,1349,"LB
",3
4550,1350,"LM
",3
4551,1351,"LM
",3
4552,1352,"RB
",3
4553,1353,"LM
",3
4554,1354,"CB
",3
4555,1355,"GK
",3
4556,1356,"CB
",3
4557,1357,"RB
",3
4558,1358,"RB
",3
4559,1359,"CB
",3
4560,1360,"RM
",3
4561,1361,"CM
",3
4562,1362,"CM
",3
4563,1363,"RB
",3
4564,1364,"GK
",3
4565,1365,"LM
",3
4566,1366,ST,3
4567,1367,"LM
",3
4568,1368,"RB
",3
4569,1369,"GK
",3
4570,1370,ST,3
4571,1371,"RM
",3
4572,1372,"CB
",3
4573,1373,"LB
",3
4574,1374,ST,3
4575,1375,"CM
",3
4576,1376,"RB
",3
4577,1377,"CM
",3
4578,1378,"RB
",3
4579,1379,"CM
",3
4580,1380,"RB
",3
4581,1381,ST,3
4582,1382,"CB
",3
4583,1383,ST,3
4584,1384,"LB
",3
4585,1385,"GK
",3
4586,1386,"RM
",3
4587,1387,"RB
",3
4588,1388,"LB
",3
4589,1389,"LB
",3
4590,1390,"CB
",3
4591,1391,"CB
",3
4592,1392,"GK
",3
4593,1393,ST,3
4594,1394,"CM
",3
4595,1395,"GK
",3
4596,1396,"CB
",3
4597,1397,"LB
",3
4598,1398,"CM
",3
4599,1399,"RM
",3
4600,1400,"GK
",3
4601,1401,"LB
",3
4602,1402,"GK
",3
4603,1403,"CM
",3
4604,1404,"GK
",3
4605,1405,"CM
",3
4606,1406,ST,3
4607,1407,"RM
",3
4608,1408,"GK
",3
4609,1409,"RB
",3
4610,1410,"CB
",3
4611,1411,ST,3
4612,1412,"CM
",3
4613,1413,"GK
",3
4614,1414,"GK
",3
4615,1415,"GK
",3
4616,1416,"LM
",3
4617,1417,"RB
",3
4618,1418,"GK
",3
4619,1419,"GK
",3
4620,1420,"RM
",3
4621,1421,"CB
",3
4622,1422,"GK
",3
4623,1423,"LM
",3
4624,1424,"CB
",3
4625,1425,"LM
",3
4626,1426,"RB
",3
4627,1427,"CB
",3
4628,1428,"LM
",3
4629,1429,"LB
",3
4630,1430,"GK
",3
4631,1431,"LM
",3
4632,1432,"GK
",3
4633,1433,"GK
",3
4634,1434,"GK
",3
4635,1435,"RM
",3
4636,1436,"CM
",3
4637,1437,"RM
",3
4638,1438,ST,3
4639,1439,"CB
",3
4640,1440,"GK
",3
4641,1441,"RB
",3
4642,1442,ST,3
4643,1443,"LM
",3
4644,1444,ST,3
4645,1445,"RB
",3
4646,1446,"GK
",3
4647,1447,"LB
",3
4648,1448,ST,3
4649,1449,"LM
",3
4650,1450,"CB
",3
4651,1451,"RM
",3
4652,1452,"RM
",3
4653,1453,ST,3
4654,1454,"CB
",3
4655,1455,"CM
",3
4656,1456,"RB
",3
4657,1457,"RM
",3
4658,1458,"LM
",3
4659,1459,"CB
",3
4660,1460,"RB
",3
4661,1461,ST,3
4662,1462,"LM
",3
4663,1463,"LM
",3
4664,1464,"CM
",3
4665,1465,"CM
",3
4666,1466,ST,3
4667,1467,"RB
",3
4668,1468,ST,3
4669,1469,"CM
",3
4670,1470,"RB
",3
4671,1471,"RM
",3
4672,1472,"GK
",3
4673,1473,"CB
",3
4674,1474,"RB
",3
4675,1475,ST,3
4676,1476,ST,3
4677,1477,ST,3
4678,1478,ST,3
4679,1479,ST,3
4680,1480,"CB
",3
4681,1481,ST,3
4682,1482,"RB
",3
4683,1483,"LB
",3
4684,1484,"LB
",3
4685,1485,"RB
",3
4686,1486,"RM
",3
4687,1487,"RB
",3
4688,1488,"LB
",3
4689,1489,"CM
",3
4690,1490,"CM
",3
4691,1491,"LM
",3
4692,1492,"LB
",3
4693,1493,"RB
",3
4694,1494,"CM
",3
4695,1495,"CB
",3
4696,1496,"LM
",3
4697,1497,"CB
",3
4698,1498,"CB
",3
4699,1499,"RB
",3
4700,1500,"LM
",3
4701,1501,"LB
",3
4702,1502,"CB
",3
4703,1503,"GK
",3
4704,1504,"CM
",3
4705,1505,"LB
",3
4706,1506,ST,3
4707,1507,"LB
",3
4708,1508,"GK
",3
4709,1509,"CB
",3
4710,1510,"RM
",3
4711,1511,ST,3
4712,1512,"LB
",3
4713,1513,"LM
",3
4714,1514,"CB
",3
4715,1515,"LM
",3
4716,1516,"LB
",3
4717,1517,"GK
",3
4718,1518,"CM
",3
4719,1519,ST,3
4720,1520,"LM
",3
4721,1521,"CB
",3
4722,1522,"CB
",3
4723,1523,"LM
",3
4724,1524,"GK
",3
4725,1525,"CB
",3
4726,1526,ST,3
4727,1527,"LM
",3
4728,1528,ST,3
4729,1529,"RM
",3
4730,1530,"CB
",3
4731,1531,"CM
",3
4732,1532,"RM
",3
4733,1533,"LM
",3
4734,1534,ST,3
4735,1535,"RB
",3
4736,1536,"RB
",3
4737,1537,"CB
",3
4738,1538,"GK
",3
4739,1539,"LB
",3
4740,1540,"RM
",3
4741,1541,"RB
",3
4742,1542,"RB
",3
4743,1543,"RB
",3
4744,1544,"RB
",3
4745,1545,"GK
",3
4746,1546,"LM
",3
4747,1547,"CB
",3
4748,1548,"LM
",3
4749,1549,"LB
",3
4750,1550,"LM
",3
4751,1551,"GK
",3
4752,1552,"RM
",3
4753,1553,"RM
",3
4754,1554,"LB
",3
4755,1555,"CM
",3
4756,1556,"CM
",3
4757,1557,"LM
",3
4758,1558,"CM
",3
4759,1559,ST,3
4760,1560,"RB
",3
4761,1561,"LM
",3
4762,1562,"LB
",3
4763,1563,"LB
",3
4764,1564,"RB
",3
4765,1565,"RB
",3
4766,1566,"RB
",3
4767,1567,"RB
",3
4768,1568,ST,3
4769,1569,"CM
",3
4770,1570,"GK
",3
4771,1571,"CM
",3
4772,1572,"LM
",3
4773,1573,"CM
",3
4774,1574,ST,3
4775,1575,"CB
",3
4776,1576,"RB
",3
4777,1577,"LB
",3
4778,1578,"GK
",3
4779,1579,"GK
",3
4780,1580,ST,3
4781,1581,"RB
",3
4782,1582,"CB
",3
4783,1583,"RM
",3
4784,1584,"GK
",3
4785,1585,ST,3
4786,1586,"CB
",3
4787,1587,"RM
",3
4788,1588,"GK
",3
4789,1589,"GK
",3
4790,1590,ST,3
4791,1591,"RM
",3
4792,1592,"CB
",3
4793,1593,"LM
",3
4794,1594,"CB
",3
4795,1,"RB
",3
4796,2,"CB
",3
4797,3,"RM
",3
4798,4,"CM
",3
4799,5,"CB
",3
4800,6,"RM
",3
4801,7,"CB
",3
4802,8,"CB
",3
4803,9,"GK
",3
4804,10,"CM
",3
4805,11,ST,3
4806,12,"RB
",3
4807,13,"CM
",3
4808,14,"CB
",3
4809,15,"RM
",3
4810,16,ST,3
4811,17,"RB
",3
4812,18,"RM
",3
4813,19,"LB
",3
4814,20,ST,3
4815,21,"CM
",3
4816,22,"LB
",3
4817,23,"GK
",3
4818,24,"LB
",3
4819,25,"CM
",3
4820,26,ST,3
4821,27,"LM
",3
4822,28,"CB
",3
4823,29,"CM
",3
4824,30,ST,3
4825,31,"RB
",3
4826,32,"GK
",3
4827,33,"RB
",3
4828,34,"LM
",3
4829,35,"CM
",3
4830,36,"CB
",3
4831,37,"LB
",3
4832,38,"CM
",3
4833,39,"LM
",3
4834,40,"GK
",3
4835,41,"LM
",3
4836,42,"LM
",3
4837,43,"LB
",3
4838,44,"GK
",3
4839,45,"RM
",3
4840,46,"CB
",3
4841,47,"LB
",3
4842,48,"CB
",3
4843,49,"CB
",3
4844,50,ST,3
4845,51,"LM
",3
4846,52,"RM
",3
4847,53,"RB
",3
4848,54,"LM
",3
4849,55,"GK
",3
4850,56,"CB
",3
4851,1595,"LM
",3
4852,57,"LB
",3
4853,58,"CB
",3
4854,59,"LB
",3
4855,60,"GK
",3
4856,61,"RB
",3
4857,62,"GK
",3
4858,63,"CM
",3
4859,64,"CB
",3
4860,65,"LM
",3
4861,66,"CM
",3
4862,67,"LM
",3
4863,68,"LM
",3
4864,69,"CB
",3
4865,70,"GK
",3
4866,71,"GK
",3
4867,72,"LM
",3
4868,73,"CM
",3
4869,74,"RM
",3
4870,75,"CB
",3
4871,76,"RM
",3
4872,77,"RM
",3
4873,78,"LB
",3
4874,79,"LM
",3
4875,80,"CM
",3
4876,81,"CB
",3
4877,82,"RM
",3
4878,83,"LB
",3
4879,84,"LB
",3
4880,85,"CM
",3
4881,86,"GK
",3
4882,87,"GK
",3
4883,88,"LM
",3
4884,89,"LB
",3
4885,90,ST,3
4886,91,"CB
",3
4887,92,"GK
",3
4888,93,"LM
",3
4889,94,"CB
",3
4890,95,"CM
",3
4891,96,"CB
",3
4892,97,"LM
",3
4893,98,"CM
",3
4894,99,"RB
",3
4895,100,"GK
",3
4896,101,"GK
",3
4897,102,"RB
",3
4898,103,"LM
",3
4899,104,"RM
",3
4900,105,ST,3
4901,106,"LM
",3
4902,107,"GK
",3
4903,108,"GK
",3
4904,109,"RB
",3
4905,110,"RM
",3
4906,111,"RM
",3
4907,112,"RB
",3
4908,113,"GK
",3
4909,114,"RB
",3
4910,115,"GK
",3
4911,116,"LM
",3
4912,117,"CB
",3
4913,118,"CB
",3
4914,119,ST,3
4915,120,ST,3
4916,121,"RB
",3
4917,122,"RM
",3
4918,123,"LB
",3
4919,124,ST,3
4920,125,"RM
",3
4921,126,"CM
",3
4922,127,"CM
",3
4923,128,"GK
",3
4924,129,"CB
",3
4925,130,"LM
",3
4926,131,"RM
",3
4927,132,"LB
",3
4928,133,ST,3
4929,134,ST,3
4930,135,"RB
",3
4931,136,"LB
",3
4932,137,"RM
",3
4933,138,"CB
",3
4934,139,"LB
",3
4935,140,"LB
",3
4936,141,"CM
",3
4937,142,"CB
",3
4938,143,"RM
",3
4939,144,"RB
",3
4940,145,"GK
",3
4941,146,"CB
",3
4942,147,"RM
",3
4943,148,"LB
",3
4944,149,"RM
",3
4945,150,"CM
",3
4946,151,"LM
",3
4947,152,"RM
",3
4948,153,"RM
",3
4949,154,ST,3
4950,155,"CM
",3
4951,156,"RB
",3
4952,157,"RM
",3
4953,158,"LM
",3
4954,159,"CM
",3
4955,160,"LM
",3
4956,161,ST,3
4957,162,"CB
",3
4958,163,"LM
",3
4959,164,"LM
",3
4960,165,"LM
",3
4961,166,"CB
",3
4962,167,"LM
",3
4963,168,"LB
",3
4964,169,"GK
",3
4965,170,ST,3
4966,171,"LB
",3
4967,172,"RB
",3
4968,173,"LM
",3
4969,174,"LB
",3
4970,175,ST,3
4971,176,"CB
",3
4972,177,"CM
",3
4973,178,"LB
",3
4974,179,"LM
",3
4975,180,"GK
",3
4976,181,"RB
",3
4977,182,"GK
",3
4978,183,"CB
",3
4979,184,ST,3
4980,185,"RM
",3
4981,186,"CM
",3
4982,187,"RM
",3
4983,188,"RB
",3
4984,189,ST,3
4985,190,"CB
",3
4986,191,ST,3
4987,192,"CB
",3
4988,193,ST,3
4989,194,"RB
",3
4990,195,"RB
",3
4991,196,"LM
",3
4992,197,"CB
",3
4993,198,"CB
",3
4994,199,"LB
",3
4995,200,"CM
",3
4996,201,"RM
",3
4997,202,"CM
",3
4998,203,"LM
",3
4999,204,"CB
",3
5000,205,"RB
",3
5001,206,"RB
",3
5002,207,"GK
",3
5003,208,"RB
",3
5004,209,"GK
",3
5005,210,ST,3
5006,211,"LM
",3
5007,212,"RM
",3
5008,213,"RM
",3
5009,214,ST,3
5010,215,"CM
",3
5011,216,"GK
",3
5012,217,"RB
",3
5013,218,"LM
",3
5014,219,"LB
",3
5015,220,"RM
",3
5016,221,"GK
",3
5017,222,ST,3
5018,223,ST,3
5019,224,ST,3
5020,225,"CB
",3
5021,226,"LM
",3
5022,227,"CM
",3
5023,228,"RM
",3
5024,229,"CB
",3
5025,230,"CB
",3
5026,231,"RM
",3
5027,232,"GK
",3
5028,233,"CM
",3
5029,234,"GK
",3
5030,235,"GK
",3
5031,236,"LB
",3
5032,237,"RM
",3
5033,238,ST,3
5034,239,"RB
",3
5035,240,"RM
",3
5036,241,"CB
",3
5037,242,ST,3
5038,243,"CM
",3
5039,244,"CM
",3
5040,245,"LM
",3
5041,246,"RB
",3
5042,247,"CM
",3
5043,248,"LB
",3
5044,249,ST,3
5045,250,"LB
",3
5046,251,"LB
",3
5047,252,"LB
",3
5048,253,"GK
",3
5049,254,"LB
",3
5050,255,"CB
",3
5051,256,"LM
",3
5052,257,"RM
",3
5053,258,ST,3
5054,259,"GK
",3
5055,260,"CM
",3
5056,261,"RB
",3
5057,262,"GK
",3
5058,263,ST,3
5059,264,"RB
",3
5060,265,"RM
",3
5061,266,"CB
",3
5062,267,"CB
",3
5063,268,"LB
",3
5064,269,"LB
",3
5065,270,"RB
",3
5066,271,"CB
",3
5067,272,"CB
",3
5068,273,"CB
",3
5069,274,"RB
",3
5070,275,"CB
",3
5071,276,"RB
",3
5072,277,"LB
",3
5073,278,"CM
",3
5074,279,"LB
",3
5075,280,"RM
",3
5076,281,ST,3
5077,282,"RM
",3
5078,283,"CB
",3
5079,284,ST,3
5080,285,"GK
",3
5081,286,"GK
",3
5082,287,"CB
",3
5083,288,"CB
",3
5084,289,"CB
",3
5085,290,"RB
",3
5086,291,"LB
",3
5087,292,"LM
",3
5088,293,"CB
",3
5089,294,"CB
",3
5090,295,"RB
",3
5091,296,"CB
",3
5092,297,"RB
",3
5093,298,ST,3
5094,299,"CB
",3
5095,300,"CM
",3
5096,301,ST,3
5097,302,"RB
",3
5098,303,"RB
",3
5099,304,"RM
",3
5100,305,"CM
",3
5101,306,"CM
",3
5102,307,"LB
",3
5103,308,"RB
",3
5104,309,ST,3
5105,310,"LB
",3
5106,311,ST,3
5107,312,"RM
",3
5108,313,ST,3
5109,314,"CM
",3
5110,315,"GK
",3
5111,316,"LM
",3
5112,317,"RB
",3
5113,318,"LM
",3
5114,319,"CM
",3
5115,320,"RM
",3
5116,321,"RM
",3
5117,322,"RM
",3
5118,323,"RM
",3
5119,324,"LB
",3
5120,325,"LM
",3
5121,326,ST,3
5122,327,"CB
",3
5123,328,"CB
",3
5124,329,"CM
",3
5125,330,"RB
",3
5126,331,"LB
",3
5127,332,"GK
",3
5128,333,"LM
",3
5129,334,"GK
",3
5130,335,"LB
",3
5131,336,"CB
",3
5132,337,"LM
",3
5133,338,"CM
",3
5134,339,ST,3
5135,340,"GK
",3
5136,341,"LB
",3
5137,342,"CM
",3
5138,343,ST,3
5139,344,"GK
",3
5140,345,"RB
",3
5141,346,"RB
",3
5142,347,"RB
",3
5143,348,"LB
",3
5144,349,"GK
",3
5145,350,"LM
",3
5146,351,"RB
",3
5147,352,ST,3
5148,353,"RB
",3
5149,354,ST,3
5150,355,"RM
",3
5151,356,"RB
",3
5152,357,"CM
",3
5153,358,"GK
",3
5154,359,ST,3
5155,360,"LM
",3
5156,361,ST,3
5157,362,"CM
",3
5158,363,"GK
",3
5159,364,"RB
",3
5160,365,"GK
",3
5161,366,"GK
",3
5162,367,"CB
",3
5163,368,"RM
",3
5164,369,"LB
",3
5165,370,"LM
",3
5166,371,"RB
",3
5167,372,"CB
",3
5168,373,"RB
",3
5169,374,"LB
",3
5170,375,"RB
",3
5171,376,"LB
",3
5172,377,"CB
",3
5173,378,"LB
",3
5174,379,"CM
",3
5175,380,"LM
",3
5176,381,"RB
",3
5177,382,"RM
",3
5178,383,"CB
",3
5179,384,"LM
",3
5180,385,"LM
",3
5181,386,"CM
",3
5182,387,"GK
",3
5183,388,"GK
",3
5184,389,"RB
",3
5185,390,"CB
",3
5186,391,"RB
",3
5187,392,"RB
",3
5188,393,"CM
",3
5189,394,"CM
",3
5190,395,"CB
",3
5191,396,"GK
",3
5192,397,"RB
",3
5193,398,"CB
",3
5194,399,"LM
",3
5195,400,ST,3
5196,401,"CM
",3
5197,402,"RB
",3
5198,403,"RB
",3
5199,404,"CM
",3
5200,405,"CM
",3
5201,406,ST,3
5202,407,"GK
",3
5203,408,"CM
",3
5204,409,"CM
",3
5205,410,"RB
",3
5206,411,"LM
",3
5207,412,"CM
",3
5208,413,"LM
",3
5209,414,"LB
",3
5210,415,"CB
",3
5211,416,"RM
",3
5212,417,"LM
",3
5213,418,"CM
",3
5214,419,"GK
",3
5215,420,"LB
",3
5216,421,"LM
",3
5217,422,"RM
",3
5218,423,"CM
",3
5219,424,"CB
",3
5220,425,"RM
",3
5221,426,"CM
",3
5222,427,"CM
",3
5223,428,"RM
",3
5224,429,"LB
",3
5225,430,"RB
",3
5226,431,"RB
",3
5227,432,"CM
",3
5228,433,"LB
",3
5229,434,"RM
",3
5230,435,"LB
",3
5231,436,"RM
",3
5232,437,ST,3
5233,438,"GK
",3
5234,439,"RM
",3
5235,440,"LM
",3
5236,441,"RM
",3
5237,442,ST,3
5238,443,"CB
",3
5239,444,"RB
",3
5240,445,"RB
",3
5241,446,"CB
",3
5242,447,"CM
",3
5243,448,"RM
",3
5244,449,"GK
",3
5245,450,"RB
",3
5246,451,ST,3
5247,452,"CM
",3
5248,453,"LM
",3
5249,454,"RB
",3
5250,455,"GK
",3
5251,456,ST,3
5252,457,"CM
",3
5253,458,"LB
",3
5254,459,"RM
",3
5255,460,ST,3
5256,461,"LM
",3
5257,462,ST,3
5258,463,"RB
",3
5259,464,ST,3
5260,465,"RB
",3
5261,466,"RM
",3
5262,467,"RB
",3
5263,468,"CB
",3
5264,469,"RM
",3
5265,470,"RM
",3
5266,471,ST,3
5267,472,ST,3
5268,473,"CM
",3
5269,474,"CB
",3
5270,475,"RB
",3
5271,476,"LB
",3
5272,477,"CB
",3
5273,478,"RM
",3
5274,479,ST,3
5275,480,"LB
",3
5276,481,"RB
",3
5277,482,"RM
",3
5278,483,"CB
",3
5279,484,"LM
",3
5280,485,"GK
",3
5281,486,"GK
",3
5282,487,ST,3
5283,488,ST,3
5284,489,"LM
",3
5285,490,"CM
",3
5286,491,"RM
",3
5287,492,"RM
",3
5288,493,"GK
",3
5289,494,"RB
",3
5290,495,ST,3
5291,496,"LM
",3
5292,497,"GK
",3
5293,498,"GK
",3
5294,499,"CB
",3
5295,500,"CB
",3
5296,501,"GK
",3
5297,502,"LB
",3
5298,503,"RB
",3
5299,504,"GK
",3
5300,505,"RM
",3
5301,506,"CB
",3
5302,507,"LB
",3
5303,508,"LM
",3
5304,509,"RB
",3
5305,510,"LM
",3
5306,511,"GK
",3
5307,512,"RB
",3
5308,513,"CM
",3
5309,514,"LM
",3
5310,515,ST,3
5311,516,"GK
",3
5312,517,"RM
",3
5313,518,"LM
",3
5314,519,"GK
",3
5315,520,"LB
",3
5316,521,"GK
",3
5317,522,"GK
",3
5318,523,"GK
",3
5319,524,ST,3
5320,525,"GK
",3
5321,526,ST,3
5322,527,"GK
",3
5323,528,"RM
",3
5324,529,"CB
",3
5325,530,"RB
",3
5326,531,ST,3
5327,532,ST,3
5328,533,"CM
",3
5329,534,ST,3
5330,535,ST,3
5331,536,"RB
",3
5332,537,ST,3
5333,538,"CB
",3
5334,539,ST,3
5335,540,"LM
",3
5336,541,"LB
",3
5337,542,"GK
",3
5338,543,"LB
",3
5339,544,"LB
",3
5340,545,"CB
",3
5341,546,ST,3
5342,547,"RB
",3
5343,548,ST,3
5344,549,"GK
",3
5345,550,"LM
",3
5346,551,"RB
",3
5347,552,"RM
",3
5348,553,"GK
",3
5349,554,"LB
",3
5350,555,"GK
",3
5351,556,"GK
",3
5352,557,"LB
",3
5353,558,"RM
",3
5354,559,"LB
",3
5355,560,"CB
",3
5356,561,ST,3
5357,562,"GK
",3
5358,563,ST,3
5359,564,ST,3
5360,565,"GK
",3
5361,566,"CM
",3
5362,567,"GK
",3
5363,568,"CM
",3
5364,569,"LM
",3
5365,570,"RB
",3
5366,571,"RB
",3
5367,572,"RB
",3
5368,573,"LB
",3
5369,574,"LB
",3
5370,575,"CB
",3
5371,576,"CB
",3
5372,577,"CM
",3
5373,578,"CB
",3
5374,579,"LB
",3
5375,580,ST,3
5376,581,"RB
",3
5377,582,"LM
",3
5378,583,"RB
",3
5379,584,ST,3
5380,585,"GK
",3
5381,586,"GK
",3
5382,587,"RM
",3
5383,588,"CM
",3
5384,589,ST,3
5385,590,"RM
",3
5386,591,"LM
",3
5387,592,"CB
",3
5388,593,"LM
",3
5389,594,"GK
",3
5390,595,"RB
",3
5391,596,"CM
",3
5392,597,"CB
",3
5393,598,"GK
",3
5394,599,"LB
",3
5395,600,"LM
",3
5396,601,"RM
",3
5397,602,"RM
",3
5398,603,ST,3
5399,604,"CM
",3
5400,605,"LM
",3
5401,606,"GK
",3
5402,607,"LM
",3
5403,608,"RB
",3
5404,609,"LM
",3
5405,610,"RM
",3
5406,611,"GK
",3
5407,612,ST,3
5408,613,"CB
",3
5409,614,"LB
",3
5410,615,"CB
",3
5411,616,"RM
",3
5412,617,ST,3
5413,618,"GK
",3
5414,619,"LB
",3
5415,620,ST,3
5416,621,"CB
",3
5417,622,"RM
",3
5418,623,ST,3
5419,624,ST,3
5420,625,"RM
",3
5421,626,"RM
",3
5422,627,"LM
",3
5423,628,"RM
",3
5424,629,"RM
",3
5425,630,"RB
",3
5426,631,"LB
",3
5427,632,"RM
",3
5428,633,"CB
",3
5429,634,ST,3
5430,635,"GK
",3
5431,636,"LB
",3
5432,637,"RM
",3
5433,638,"CM
",3
5434,639,"GK
",3
5435,640,"LM
",3
5436,641,"GK
",3
5437,642,"GK
",3
5438,643,"RB
",3
5439,644,"RM
",3
5440,645,"RB
",3
5441,646,"GK
",3
5442,647,"LB
",3
5443,648,"RM
",3
5444,649,"CM
",3
5445,650,"RB
",3
5446,651,"GK
",3
5447,652,"LM
",3
5448,653,"RM
",3
5449,654,"RB
",3
5450,655,"RM
",3
5451,656,"CM
",3
5452,657,"LB
",3
5453,658,"CM
",3
5454,659,"CM
",3
5455,660,"CB
",3
5456,661,ST,3
5457,662,"LM
",3
5458,663,"RM
",3
5459,664,"CM
",3
5460,665,ST,3
5461,666,"RM
",3
5462,667,"LB
",3
5463,668,"LB
",3
5464,669,ST,3
5465,670,"LM
",3
5466,671,"RM
",3
5467,672,"LB
",3
5468,673,"GK
",3
5469,674,"CB
",3
5470,675,ST,3
5471,676,ST,3
5472,677,"RB
",3
5473,678,"RM
",3
5474,679,"CB
",3
5475,680,"CM
",3
5476,681,ST,3
5477,682,"RB
",3
5478,683,"RM
",3
5479,684,"LB
",3
5480,685,"RB
",3
5481,686,"GK
",3
5482,687,"RM
",3
5483,688,"RM
",3
5484,689,"RM
",3
5485,690,ST,3
5486,691,"CB
",3
5487,692,"CM
",3
5488,693,"RB
",3
5489,694,"RB
",3
5490,695,"RM
",3
5491,696,ST,3
5492,697,"GK
",3
5493,698,"GK
",3
5494,699,"RB
",3
5495,700,"GK
",3
5496,701,"RB
",3
5497,702,"LB
",3
5498,703,ST,3
5499,704,"GK
",3
5500,705,"CM
",3
5501,706,"RB
",3
5502,707,"CB
",3
5503,708,"RB
",3
5504,709,"LM
",3
5505,710,"GK
",3
5506,711,"LM
",3
5507,712,"RB
",3
5508,713,"RM
",3
5509,714,"LB
",3
5510,715,"LB
",3
5511,716,"LM
",3
5512,717,ST,3
5513,718,"LM
",3
5514,719,"LB
",3
5515,720,ST,3
5516,721,"CB
",3
5517,722,"CM
",3
5518,723,"GK
",3
5519,724,"CB
",3
5520,725,"LM
",3
5521,726,"GK
",3
5522,727,"GK
",3
5523,728,"RM
",3
5524,729,ST,3
5525,730,"RM
",3
5526,731,"LM
",3
5527,732,"CM
",3
5528,733,"RM
",3
5529,734,"RM
",3
5530,735,"GK
",3
5531,736,"LM
",3
5532,737,"LB
",3
5533,738,"GK
",3
5534,739,"GK
",3
5535,740,"GK
",3
5536,741,"RM
",3
5537,742,"RM
",3
5538,743,"RB
",3
5539,744,"LM
",3
5540,745,"LB
",3
5541,746,"LM
",3
5542,747,"CM
",3
5543,748,ST,3
5544,749,"CB
",3
5545,750,"LB
",3
5546,751,"LB
",3
5547,752,"CM
",3
5548,753,"GK
",3
5549,754,"RB
",3
5550,755,"CB
",3
5551,756,ST,3
5552,757,"RM
",3
5553,758,"LB
",3
5554,759,"LM
",3
5555,760,"LM
",3
5556,761,"CB
",3
5557,762,ST,3
5558,763,"LB
",3
5559,764,"RB
",3
5560,765,"CB
",3
5561,766,"CM
",3
5562,767,"RM
",3
5563,768,ST,3
5564,769,"GK
",3
5565,770,"LB
",3
5566,771,"RB
",3
5567,772,"CM
",3
5568,773,"RB
",3
5569,774,"RB
",3
5570,775,"GK
",3
5571,776,"CM
",3
5572,777,"RB
",3
5573,778,"LM
",3
5574,779,"LB
",3
5575,780,"LM
",3
5576,781,"CM
",3
5577,782,"RM
",3
5578,783,"LB
",3
5579,784,"LB
",3
5580,785,ST,3
5581,786,"LM
",3
5582,787,"CM
",3
5583,788,"RM
",3
5584,789,"RM
",3
5585,790,"CB
",3
5586,791,"CB
",3
5587,792,ST,3
5588,793,"CB
",3
5589,794,"LB
",3
5590,795,"LM
",3
5591,796,"LM
",3
