id,league_id,season_id,team_id,week,w_position,points
10848,5,3,98,11,13,13
10849,5,3,88,11,12,13
10850,5,3,85,11,11,14
10851,5,3,82,11,10,16
10852,5,3,92,11,9,16
10853,5,3,95,11,8,17
10854,5,3,84,11,7,18
10855,5,3,97,11,6,18
10856,5,3,86,11,5,19
10857,5,3,89,11,4,21
10858,5,3,81,11,3,22
10859,5,3,93,11,2,22
10860,5,3,100,11,1,24
10861,5,3,98,12,20,10
10862,5,3,86,12,19,10
10863,5,3,90,12,18,12
10864,5,3,93,12,17,13
10865,5,3,95,12,16,13
10866,5,3,82,12,15,13
10867,5,3,89,12,14,13
10868,5,3,97,12,13,14
10869,5,3,91,12,12,16
10870,5,3,87,12,11,16
10871,5,3,100,12,10,17
10872,5,3,94,12,9,17
10873,5,3,84,12,8,17
10874,5,3,83,12,7,19
10875,5,3,85,12,6,19
10876,5,3,96,12,5,19
10877,5,3,81,12,4,22
10878,5,3,88,12,3,24
10879,5,3,99,12,2,25
10880,5,3,92,12,1,25
10881,5,3,85,13,20,10
10882,5,3,97,13,19,13
10883,5,3,100,13,18,13
10884,5,3,94,13,17,14
10885,5,3,89,13,16,15
10886,5,3,92,13,15,16
10887,5,3,86,13,14,16
10888,5,3,88,13,13,16
10889,5,3,96,13,12,17
10890,5,3,93,13,11,17
10891,5,3,99,13,10,17
10892,5,3,90,13,9,19
10893,5,3,84,13,8,19
10894,5,3,82,13,7,20
10895,5,3,83,13,6,20
10896,5,3,81,13,5,22
10897,5,3,95,13,4,22
10898,5,3,87,13,3,24
10899,5,3,98,13,2,25
10900,5,3,91,13,1,28
10901,5,3,84,14,20,10
10902,5,3,93,14,19,14
10903,5,3,96,14,18,14
10904,5,3,99,14,17,16
10905,5,3,85,14,16,16
10906,5,3,87,14,15,16
10907,5,3,98,14,14,17
10908,5,3,92,14,13,17
10909,5,3,88,14,12,18
10910,5,3,83,14,11,19
10911,5,3,91,14,10,19
10912,5,3,95,14,9,20
10913,5,3,89,14,8,22
10914,5,3,94,14,7,22
10915,5,3,82,14,6,23
10916,5,3,100,14,5,23
10917,5,3,86,14,4,24
10918,5,3,81,14,3,25
10919,5,3,97,14,2,26
10920,5,3,90,14,1,31
10921,5,3,83,15,20,10
10922,5,3,92,15,19,14
10923,5,3,98,15,18,16
10924,5,3,86,15,17,16
10925,5,3,95,15,16,17
10926,5,3,97,15,15,17
10927,5,3,87,15,14,19
10928,5,3,84,15,13,19
10929,5,3,90,15,12,20
10930,5,3,91,15,11,20
10931,5,3,82,15,10,20
10932,5,3,88,15,9,22
10933,5,3,94,15,8,23
10934,5,3,100,15,7,23
10935,5,3,93,15,6,25
10936,5,3,85,15,5,25
10937,5,3,99,15,4,26
10938,5,3,96,15,3,26
10939,5,3,81,15,2,28
10940,5,3,89,15,1,34
10941,5,3,82,16,20,10
10942,5,3,91,16,19,17
10943,5,3,94,16,18,17
10944,5,3,85,16,17,17
10945,5,3,97,16,16,19
10946,5,3,90,16,15,20
10947,5,3,86,16,14,20
10948,5,3,96,16,13,20
10949,5,3,89,16,12,20
10950,5,3,87,16,11,22
10951,5,3,83,16,10,22
10952,5,3,93,16,9,23
10953,5,3,100,16,8,23
10954,5,3,92,16,7,25
10955,5,3,99,16,6,26
10956,5,3,98,16,5,26
10957,5,3,84,16,4,26
10958,5,3,95,16,3,29
10959,5,3,81,16,2,29
10960,5,3,88,16,1,37
10961,5,3,100,17,20,13
10962,5,3,93,17,19,17
10963,5,3,90,17,18,20
10964,5,3,95,17,17,20
10965,5,3,84,17,16,20
10966,5,3,89,17,15,21
10967,5,3,85,17,14,21
10968,5,3,86,17,13,22
10969,5,3,96,17,12,22
10970,5,3,99,17,11,23
10971,5,3,88,17,10,23
10972,5,3,91,17,9,25
10973,5,3,82,17,8,25
10974,5,3,97,17,7,26
10975,5,3,92,17,6,26
10976,5,3,98,17,5,27
10977,5,3,83,17,4,27
10978,5,3,81,17,3,29
10979,5,3,94,17,2,32
10980,5,3,87,17,1,37
10981,5,3,99,18,20,13
10982,5,3,89,18,19,20
10983,5,3,92,18,18,20
10984,5,3,83,18,17,20
10985,5,3,94,18,16,21
10986,5,3,88,18,15,22
10987,5,3,95,18,14,22
10988,5,3,87,18,13,23
10989,5,3,84,18,12,24
10990,5,3,85,18,11,25
10991,5,3,100,18,10,25
10992,5,3,98,18,9,26
10993,5,3,91,18,8,27
10994,5,3,82,18,7,27
10995,5,3,97,18,6,28
10996,5,3,90,18,5,28
10997,5,3,96,18,4,29
10998,5,3,93,18,3,32
10999,5,3,81,18,2,32
11000,5,3,86,18,1,40
11001,5,3,98,19,20,13
11002,5,3,94,19,19,22
11003,5,3,86,19,18,23
11004,5,3,88,19,17,23
11005,5,3,91,19,16,23
11006,5,3,82,19,15,23
11007,5,3,93,19,14,24
11008,5,3,84,19,13,25
11009,5,3,87,19,12,25
11010,5,3,83,19,11,27
11011,5,3,100,19,10,27
11012,5,3,90,19,9,27
11013,5,3,96,19,8,28
11014,5,3,99,19,7,28
11015,5,3,97,19,6,29
11016,5,3,95,19,5,29
11017,5,3,89,19,4,31
11018,5,3,81,19,3,32
11019,5,3,92,19,2,32
11020,5,3,85,19,1,43
11021,5,3,97,20,20,13
11022,5,3,87,20,19,23
11023,5,3,85,20,18,24
11024,5,3,90,20,17,24
11025,5,3,93,20,16,25
11026,5,3,100,20,15,26
11027,5,3,82,20,14,27
11028,5,3,89,20,13,27
11029,5,3,92,20,12,27
11030,5,3,83,20,11,28
11031,5,3,95,20,10,28
11032,5,3,98,20,9,28
11033,5,3,86,20,8,28
11034,5,3,96,20,7,30
11035,5,3,99,20,6,30
11036,5,3,88,20,5,31
11037,5,3,81,20,4,32
11038,5,3,94,20,3,32
11039,5,3,91,20,2,33
11040,5,3,84,20,1,46
11041,5,3,96,21,20,13
11042,5,3,86,21,19,26
11043,5,3,92,21,18,26
11044,5,3,84,21,17,27
11045,5,3,89,21,16,27
11046,5,3,99,21,15,27
11047,5,3,88,21,14,28
11048,5,3,91,21,13,28
11049,5,3,82,21,12,28
11050,5,3,94,21,11,29
11051,5,3,85,21,10,29
11052,5,3,100,21,9,30
11053,5,3,95,21,8,30
11054,5,3,98,21,7,30
11055,5,3,97,21,6,31
11056,5,3,87,21,5,32
11057,5,3,93,21,4,32
11058,5,3,81,21,3,33
11059,5,3,90,21,2,33
11060,5,3,83,21,1,49
11061,5,3,95,22,20,13
11062,5,3,85,22,19,26
11063,5,3,88,22,18,27
11064,5,3,90,22,17,28
11065,5,3,98,22,16,28
11066,5,3,84,22,15,29
11067,5,3,100,22,14,29
11068,5,3,91,22,13,29
11069,5,3,99,22,12,30
11070,5,3,94,22,11,30
11071,5,3,83,22,10,30
11072,5,3,87,22,9,31
11073,5,3,86,22,8,32
11074,5,3,93,22,7,32
11075,5,3,96,22,6,32
11076,5,3,97,22,5,33
11077,5,3,81,22,4,34
11078,5,3,92,22,3,35
11079,5,3,89,22,2,36
11080,5,3,82,22,1,52
11081,5,3,94,23,20,16
11082,5,3,84,23,19,26
11083,5,3,87,23,18,27
11084,5,3,83,23,17,29
11085,5,3,97,23,16,29
11086,5,3,99,23,15,30
11087,5,3,90,23,14,30
11088,5,3,86,23,13,31
11089,5,3,89,23,12,31
11090,5,3,93,23,11,31
11091,5,3,82,23,10,31
11092,5,3,85,23,9,33
11093,5,3,98,23,8,33
11094,5,3,95,23,7,33
11095,5,3,96,23,6,33
11096,5,3,81,23,5,35
11097,5,3,92,23,4,35
11098,5,3,91,23,3,38
11099,5,3,88,23,2,39
11100,5,3,100,23,1,52
11101,5,3,93,24,20,16
11102,5,3,83,24,19,26
11103,5,3,86,24,18,28
11104,5,3,82,24,17,29
11105,5,3,98,24,16,30
11106,5,3,89,24,15,30
11107,5,3,88,24,14,31
11108,5,3,92,24,13,31
11109,5,3,96,24,12,32
11110,5,3,97,24,11,33
11111,5,3,100,24,10,34
11112,5,3,85,24,9,34
11113,5,3,81,24,8,35
11114,5,3,84,24,7,36
11115,5,3,94,24,6,36
11116,5,3,95,24,5,36
11117,5,3,91,24,4,38
11118,5,3,87,24,3,40
11119,5,3,90,24,2,41
11120,5,3,99,24,1,55
11121,5,3,92,25,20,19
11122,5,3,82,25,19,29
11123,5,3,97,25,18,30
11124,5,3,100,25,17,30
11125,5,3,88,25,16,30
11126,5,3,85,25,15,31
11127,5,3,87,25,14,31
11128,5,3,96,25,13,33
11129,5,3,95,25,12,33
11130,5,3,99,25,11,34
11131,5,3,91,25,10,34
11132,5,3,81,25,9,36
11133,5,3,84,25,8,37
11134,5,3,90,25,7,39
11135,5,3,83,25,6,39
11136,5,3,93,25,5,39
11137,5,3,94,25,4,39
11138,5,3,86,25,3,40
11139,5,3,89,25,2,41
11140,5,3,98,25,1,55
11141,5,3,91,26,20,22
11142,5,3,96,26,19,30
11143,5,3,86,26,18,31
11144,5,3,100,26,17,32
11145,5,3,84,26,16,32
11146,5,3,99,26,15,33
11147,5,3,87,26,14,33
11148,5,3,98,26,13,34
11149,5,3,95,26,12,34
11150,5,3,94,26,11,34
11151,5,3,90,26,10,37
11152,5,3,81,26,9,37
11153,5,3,89,26,8,39
11154,5,3,82,26,7,39
11155,5,3,83,26,6,40
11156,5,3,93,26,5,40
11157,5,3,85,26,4,41
11158,5,3,88,26,3,41
11159,5,3,92,26,2,42
11160,5,3,97,26,1,55
11161,5,3,90,27,20,22
11162,5,3,95,27,19,31
11163,5,3,85,27,18,31
11164,5,3,83,27,17,32
11165,5,3,86,27,16,33
11166,5,3,93,27,15,34
11167,5,3,99,27,14,35
11168,5,3,94,27,13,35
11169,5,3,97,27,12,35
11170,5,3,98,27,11,36
11171,5,3,89,27,10,38
11172,5,3,88,27,9,39
11173,5,3,81,27,8,40
11174,5,3,87,27,7,41
11175,5,3,92,27,6,41
11176,5,3,100,27,5,42
11177,5,3,82,27,4,43
11178,5,3,91,27,3,43
11179,5,3,84,27,2,44
11180,5,3,96,27,1,58
11181,5,3,89,28,20,25
11182,5,3,84,28,19,31
11183,5,3,82,28,18,32
11184,5,3,94,28,17,34
11185,5,3,96,28,16,35
11186,5,3,98,28,15,35
11187,5,3,92,28,14,35
11188,5,3,85,28,13,36
11189,5,3,93,28,12,38
11190,5,3,87,28,11,39
11191,5,3,97,28,10,39
11192,5,3,88,28,9,41
11193,5,3,81,28,8,41
11194,5,3,91,28,7,41
11195,5,3,99,28,6,42
11196,5,3,90,28,5,43
11197,5,3,86,28,4,44
11198,5,3,100,28,3,46
11199,5,3,83,28,2,47
11200,5,3,95,28,1,58
11201,5,3,88,29,20,25
11202,5,3,83,29,19,31
11203,5,3,100,29,18,32
11204,5,3,93,29,17,34
11205,5,3,95,29,16,35
11206,5,3,97,29,15,35
11207,5,3,91,29,14,35
11208,5,3,84,29,13,37
11209,5,3,96,29,12,39
11210,5,3,92,29,11,41
11211,5,3,90,29,10,41
11212,5,3,86,29,9,42
11213,5,3,98,29,8,43
11214,5,3,87,29,7,44
11215,5,3,81,29,6,44
11216,5,3,89,29,5,46
11217,5,3,85,29,4,47
11218,5,3,99,29,3,49
11219,5,3,82,29,2,50
11220,5,3,94,29,1,61
11221,5,3,87,30,20,28
11222,5,3,99,30,19,32
11223,5,3,82,30,18,32
11224,5,3,92,30,17,34
11225,5,3,96,30,16,35
11226,5,3,90,30,15,35
11227,5,3,94,30,14,38
11228,5,3,83,30,13,38
11229,5,3,95,30,12,39
11230,5,3,89,30,11,41
11231,5,3,97,30,10,44
11232,5,3,86,30,9,44
11233,5,3,91,30,8,44
11234,5,3,85,30,7,45
11235,5,3,81,30,6,47
11236,5,3,88,30,5,49
11237,5,3,84,30,4,50
11238,5,3,98,30,3,50
11239,5,3,100,30,2,53
11240,5,3,93,30,1,61
11241,5,3,86,31,20,29
11242,5,3,98,31,19,32
11243,5,3,100,31,18,32
11244,5,3,91,31,17,35
11245,5,3,89,31,16,36
11246,5,3,95,31,15,38
11247,5,3,82,31,14,38
11248,5,3,93,31,13,41
11249,5,3,94,31,12,42
11250,5,3,90,31,11,44
11251,5,3,85,31,10,44
11252,5,3,88,31,9,44
11253,5,3,84,31,8,45
11254,5,3,96,31,7,47
11255,5,3,81,31,6,48
11256,5,3,87,31,5,50
11257,5,3,83,31,4,50
11258,5,3,97,31,3,53
11259,5,3,99,31,2,56
11260,5,3,92,31,1,62
11261,5,3,85,32,20,29
11262,5,3,97,32,19,32
11263,5,3,99,32,18,32
11264,5,3,90,32,17,38
11265,5,3,88,32,16,39
11266,5,3,94,32,15,41
11267,5,3,100,32,14,41
11268,5,3,92,32,13,41
11269,5,3,89,32,12,45
11270,5,3,93,32,11,45
11271,5,3,83,32,10,45
11272,5,3,87,32,9,45
11273,5,3,84,32,8,47
11274,5,3,95,32,7,47
11275,5,3,81,32,6,48
11276,5,3,86,32,5,50
11277,5,3,82,32,4,50
11278,5,3,96,32,3,56
11279,5,3,98,32,2,59
11280,5,3,91,32,1,65
11281,5,3,84,33,20,29
11282,5,3,98,33,19,33
11283,5,3,96,33,18,35
11284,5,3,91,33,17,41
11285,5,3,89,33,16,41
11286,5,3,99,33,15,42
11287,5,3,87,33,14,42
11288,5,3,93,33,13,44
11289,5,3,88,33,12,45
11290,5,3,92,33,11,46
11291,5,3,82,33,10,46
11292,5,3,81,33,9,48
11293,5,3,86,33,8,48
11294,5,3,94,33,7,48
11295,5,3,83,33,6,50
11296,5,3,85,33,5,50
11297,5,3,100,33,4,50
11298,5,3,95,33,3,57
11299,5,3,97,33,2,59
11300,5,3,90,33,1,68
11301,5,3,83,34,20,32
11302,5,3,97,34,19,33
11303,5,3,95,34,18,35
11304,5,3,88,34,17,41
11305,5,3,98,34,16,42
11306,5,3,90,34,15,44
11307,5,3,86,34,14,45
11308,5,3,100,34,13,46
11309,5,3,92,34,12,47
11310,5,3,87,34,11,48
11311,5,3,81,34,10,48
11312,5,3,85,34,9,48
11313,5,3,91,34,8,49
11314,5,3,99,34,7,50
11315,5,3,82,34,6,50
11316,5,3,93,34,5,51
11317,5,3,84,34,4,53
11318,5,3,94,34,3,60
11319,5,3,96,34,2,62
11320,5,3,89,34,1,68
11321,5,3,82,35,20,35
11322,5,3,96,35,19,36
11323,5,3,94,35,18,38
11324,5,3,97,35,17,43
11325,5,3,87,35,16,44
11326,5,3,89,35,15,45
11327,5,3,85,35,14,45
11328,5,3,99,35,13,46
11329,5,3,86,35,12,49
11330,5,3,84,35,11,49
11331,5,3,98,35,10,50
11332,5,3,91,35,9,50
11333,5,3,100,35,8,51
11334,5,3,81,35,7,51
11335,5,3,92,35,6,52
11336,5,3,90,35,5,52
11337,5,3,83,35,4,53
11338,5,3,93,35,3,60
11339,5,3,95,35,2,62
11340,5,3,88,35,1,68
11341,5,3,95,36,20,36
11342,5,3,93,36,19,38
11343,5,3,100,36,18,38
11344,5,3,84,36,17,45
11345,5,3,96,36,16,46
11346,5,3,86,36,15,47
11347,5,3,88,36,14,48
11348,5,3,85,36,13,49
11349,5,3,98,36,12,49
11350,5,3,97,36,11,50
11351,5,3,99,36,10,51
11352,5,3,91,36,9,52
11353,5,3,89,36,8,52
11354,5,3,83,36,7,52
11355,5,3,90,36,6,53
11356,5,3,82,36,5,53
11357,5,3,81,36,4,54
11358,5,3,92,36,3,63
11359,5,3,94,36,2,65
11360,5,3,87,36,1,68
11361,5,3,94,37,20,36
11362,5,3,99,37,19,38
11363,5,3,92,37,18,41
11364,5,3,83,37,17,45
11365,5,3,95,37,16,49
11366,5,3,84,37,15,49
11367,5,3,85,37,14,50
11368,5,3,96,37,13,50
11369,5,3,87,37,12,51
11370,5,3,98,37,11,51
11371,5,3,90,37,10,52
11372,5,3,97,37,9,52
11373,5,3,88,37,8,52
11374,5,3,100,37,7,53
11375,5,3,82,37,6,55
11376,5,3,89,37,5,56
11377,5,3,81,37,4,57
11378,5,3,93,37,3,65
11379,5,3,91,37,2,66
11380,5,3,86,37,1,71
11381,5,3,98,38,20,38
11382,5,3,93,38,19,39
11383,5,3,91,38,18,41
11384,5,3,82,38,17,46
11385,5,3,94,38,16,49
11386,5,3,84,38,15,50
11387,5,3,83,38,14,50
11388,5,3,95,38,13,50
11389,5,3,86,38,12,51
11390,5,3,96,38,11,52
11391,5,3,97,38,10,54
11392,5,3,89,38,9,55
11393,5,3,87,38,8,55
11394,5,3,99,38,7,56
11395,5,3,100,38,6,56
11396,5,3,81,38,5,58
11397,5,3,88,38,4,59
11398,5,3,90,38,3,66
11399,5,3,92,38,2,68
11400,5,3,85,38,1,74
11401,1,4,1,1,20,0
11402,1,4,4,1,19,0
11403,1,4,6,1,18,0
11404,1,4,7,1,17,0
11405,1,4,8,1,16,0
11406,1,4,11,1,15,0
11407,1,4,12,1,14,0
11408,1,4,18,1,13,0
11409,1,4,19,1,12,0
11410,1,4,16,1,11,1
11411,1,4,5,1,10,1
11412,1,4,2,1,9,3
11413,1,4,13,1,8,3
11414,1,4,14,1,7,3
11415,1,4,15,1,6,3
11416,1,4,10,1,5,3
11417,1,4,17,1,4,3
11418,1,4,3,1,3,3
11419,1,4,9,1,2,3
11420,1,4,20,1,1,3
11421,1,4,5,2,20,0
11422,1,4,6,2,19,0
11423,1,4,7,2,18,0
11424,1,4,10,2,17,0
11425,1,4,17,2,16,0
11426,1,4,15,2,15,2
11427,1,4,4,2,14,2
11428,1,4,8,2,13,3
11429,1,4,3,2,12,3
11430,1,4,11,2,11,3
11431,1,4,1,2,10,3
11432,1,4,16,2,9,3
11433,1,4,20,2,8,3
11434,1,4,18,2,7,3
11435,1,4,19,2,6,3
11436,1,4,2,2,5,6
11437,1,4,9,2,4,6
11438,1,4,12,2,3,6
11439,1,4,13,2,2,6
11440,1,4,14,2,1,6
11441,1,4,6,3,20,0
11442,1,4,16,3,19,0
11443,1,4,5,3,18,1
11444,1,4,3,3,17,2
11445,1,4,2,3,16,3
11446,1,4,4,3,15,3
11447,1,4,9,3,14,3
11448,1,4,10,3,13,3
11449,1,4,19,3,12,3
11450,1,4,18,3,11,3
11451,1,4,14,3,10,5
11452,1,4,1,3,9,6
11453,1,4,13,3,8,6
11454,1,4,15,3,7,6
11455,1,4,7,3,6,6
11456,1,4,17,3,5,6
11457,1,4,8,3,4,6
11458,1,4,12,3,3,7
11459,1,4,20,3,2,9
11460,1,4,11,3,1,9
11461,1,4,5,4,20,1
11462,1,4,15,4,19,1
11463,1,4,20,4,18,3
11464,1,4,3,4,17,3
11465,1,4,18,4,16,3
11466,1,4,17,4,15,3
11467,1,4,4,4,14,4
11468,1,4,8,4,13,4
11469,1,4,13,4,12,5
11470,1,4,2,4,11,5
11471,1,4,9,4,10,6
11472,1,4,6,4,9,6
11473,1,4,11,4,8,7
11474,1,4,7,4,7,7
11475,1,4,12,4,6,9
11476,1,4,1,4,5,9
11477,1,4,14,4,4,9
11478,1,4,16,4,3,9
11479,1,4,10,4,2,10
11480,1,4,19,4,1,10
11481,1,4,14,5,20,2
11482,1,4,19,5,19,3
11483,1,4,2,5,18,3
11484,1,4,16,5,17,3
11485,1,4,3,5,16,4
11486,1,4,4,5,15,4
11487,1,4,20,5,14,5
11488,1,4,5,5,13,6
11489,1,4,17,5,12,6
11490,1,4,6,5,11,7
11491,1,4,7,5,10,7
11492,1,4,12,5,9,8
11493,1,4,8,5,8,9
11494,1,4,15,5,7,9
11495,1,4,9,5,6,10
11496,1,4,10,5,5,10
11497,1,4,18,5,4,11
11498,1,4,1,5,3,12
11499,1,4,11,5,2,12
11500,1,4,13,5,1,12
11501,1,4,13,6,20,2
11502,1,4,18,6,19,3
11503,1,4,20,6,18,4
11504,1,4,3,6,17,5
11505,1,4,15,6,16,6
11506,1,4,2,6,15,7
11507,1,4,16,6,14,7
11508,1,4,4,6,13,7
11509,1,4,6,6,12,7
11510,1,4,11,6,11,8
11511,1,4,19,6,10,8
11512,1,4,7,6,9,10
11513,1,4,9,6,8,10
11514,1,4,5,6,7,10
11515,1,4,14,6,6,10
11516,1,4,8,6,5,11
11517,1,4,1,6,4,12
11518,1,4,10,6,3,13
11519,1,4,17,6,2,14
11520,1,4,12,6,1,15
11521,1,4,12,7,20,3
11522,1,4,19,7,19,4
11523,1,4,2,7,18,5
11524,1,4,17,7,17,6
11525,1,4,14,7,16,6
11526,1,4,5,7,15,8
11527,1,4,10,7,14,8
11528,1,4,3,7,13,10
11529,1,4,15,7,12,10
11530,1,4,6,7,11,10
11531,1,4,8,7,10,10
11532,1,4,20,7,9,10
11533,1,4,13,7,8,10
11534,1,4,4,7,7,11
11535,1,4,18,7,6,11
11536,1,4,7,7,5,14
11537,1,4,11,7,4,15
11538,1,4,1,7,3,15
11539,1,4,16,7,2,15
11540,1,4,9,7,1,16
11541,1,4,11,8,20,3
11542,1,4,13,8,19,6
11543,1,4,18,8,18,7
11544,1,4,20,8,17,8
11545,1,4,9,8,16,8
11546,1,4,16,8,15,9
11547,1,4,4,8,14,9
11548,1,4,19,8,13,10
11549,1,4,5,8,12,10
11550,1,4,12,8,11,11
11551,1,4,14,8,10,11
11552,1,4,3,8,9,12
11553,1,4,7,8,8,13
11554,1,4,2,8,7,13
11555,1,4,17,8,6,14
11556,1,4,6,8,5,14
11557,1,4,10,8,4,15
11558,1,4,8,8,3,16
11559,1,4,1,8,2,18
11560,1,4,15,8,1,18
11561,1,4,10,9,20,6
11562,1,4,17,9,19,7
11563,1,4,19,9,18,9
11564,1,4,12,9,17,9
11565,1,4,4,9,16,10
11566,1,4,13,9,15,11
11567,1,4,8,9,14,11
11568,1,4,2,9,13,12
11569,1,4,3,9,12,12
11570,1,4,15,9,11,12
11571,1,4,6,9,10,13
11572,1,4,18,9,9,13
11573,1,4,16,9,8,14
11574,1,4,11,9,7,14
11575,1,4,5,9,6,15
11576,1,4,9,9,5,15
11577,1,4,20,9,4,16
11578,1,4,1,9,3,18
11579,1,4,14,9,2,18
11580,1,4,7,9,1,19
11581,1,4,16,10,20,7
11582,1,4,9,10,19,9
11583,1,4,3,10,18,10
11584,1,4,14,10,17,12
11585,1,4,18,10,16,12
11586,1,4,2,10,15,12
11587,1,4,12,10,14,12
11588,1,4,11,10,13,12
11589,1,4,5,10,12,13
11590,1,4,7,10,11,14
11591,1,4,15,10,10,14
11592,1,4,4,10,9,15
11593,1,4,20,10,8,15
11594,1,4,10,10,7,15
11595,1,4,17,10,6,16
11596,1,4,13,10,5,18
11597,1,4,8,10,4,18
11598,1,4,1,10,3,18
11599,1,4,19,10,2,19
11600,1,4,6,10,1,22
11601,1,4,15,11,20,7
11602,1,4,11,11,19,12
11603,1,4,17,11,18,12
11604,1,4,8,11,17,12
11605,1,4,2,11,16,13
11606,1,4,10,11,15,13
11607,1,4,19,11,14,15
11608,1,4,20,11,13,15
11609,1,4,14,11,12,15
11610,1,4,6,11,11,15
11611,1,4,13,11,10,15
11612,1,4,4,11,9,16
11613,1,4,16,11,8,16
11614,1,4,3,11,7,18
11615,1,4,7,11,6,18
11616,1,4,12,11,5,18
11617,1,4,9,11,4,18
11618,1,4,18,11,3,19
11619,1,4,1,11,2,19
11620,1,4,5,11,1,25
11621,1,4,14,12,20,7
11622,1,4,16,12,19,12
11623,1,4,7,12,18,12
11624,1,4,9,12,17,13
11625,1,4,20,12,16,14
11626,1,4,10,12,15,15
11627,1,4,18,12,14,15
11628,1,4,12,12,13,15
11629,1,4,13,12,12,16
11630,1,4,5,12,11,16
11631,1,4,3,12,10,17
11632,1,4,15,12,9,17
11633,1,4,19,12,8,18
11634,1,4,8,12,7,18
11635,1,4,17,12,6,20
11636,1,4,6,12,5,21
11637,1,4,11,12,4,21
11638,1,4,2,12,3,21
11639,1,4,1,12,2,22
11640,1,4,4,12,1,28
11641,1,4,13,13,20,10
11642,1,4,15,13,19,12
11643,1,4,6,13,18,13
11644,1,4,8,13,17,14
11645,1,4,17,13,16,15
11646,1,4,11,13,15,15
11647,1,4,4,13,14,16
11648,1,4,19,13,13,17
11649,1,4,2,13,12,17
11650,1,4,9,13,11,18
11651,1,4,7,13,10,18
11652,1,4,12,13,9,19
11653,1,4,16,13,8,20
11654,1,4,14,13,7,20
11655,1,4,18,13,6,21
11656,1,4,10,13,5,22
11657,1,4,1,13,4,23
11658,1,4,20,13,3,24
11659,1,4,5,13,2,24
11660,1,4,3,13,1,28
11661,1,4,12,14,20,13
11662,1,4,10,14,19,15
11663,1,4,14,14,18,15
11664,1,4,3,14,17,16
11665,1,4,5,14,16,16
11666,1,4,7,14,15,17
11667,1,4,16,14,14,18
11668,1,4,8,14,13,18
11669,1,4,15,14,12,20
11670,1,4,13,14,11,20
11671,1,4,18,14,10,20
11672,1,4,20,14,9,20
11673,1,4,17,14,8,21
11674,1,4,6,14,7,21
11675,1,4,9,14,6,22
11676,1,4,11,14,5,22
11677,1,4,1,14,4,23
11678,1,4,19,14,3,24
11679,1,4,4,14,2,27
11680,1,4,2,14,1,28
11681,1,4,11,15,20,13
11682,1,4,13,15,19,15
11683,1,4,2,15,18,16
11684,1,4,4,15,17,16
11685,1,4,6,15,16,17
11686,1,4,9,15,15,18
11687,1,4,15,15,14,19
11688,1,4,12,15,13,20
11689,1,4,17,15,12,20
11690,1,4,7,15,11,21
11691,1,4,5,15,10,21
11692,1,4,16,15,9,22
11693,1,4,19,15,8,23
11694,1,4,14,15,7,23
11695,1,4,8,15,6,25
11696,1,4,10,15,5,25
11697,1,4,1,15,4,26
11698,1,4,3,15,3,27
11699,1,4,18,15,2,27
11700,1,4,20,15,1,31
11701,1,4,10,16,20,13
11702,1,4,3,16,19,16
11703,1,4,5,16,18,17
11704,1,4,12,16,17,18
11705,1,4,20,16,16,19
11706,1,4,11,16,15,20
11707,1,4,16,16,14,20
11708,1,4,8,16,13,21
11709,1,4,6,16,12,21
11710,1,4,14,16,11,22
11711,1,4,15,16,10,22
11712,1,4,4,16,9,24
11713,1,4,9,16,8,25
11714,1,4,18,16,7,26
11715,1,4,13,16,6,26
11716,1,4,17,16,5,27
11717,1,4,2,16,4,27
11718,1,4,7,16,3,28
11719,1,4,1,16,2,29
11720,1,4,19,16,1,34
11721,1,4,9,17,20,13
11722,1,4,11,17,19,18
11723,1,4,2,17,18,19
11724,1,4,4,17,17,20
11725,1,4,13,17,16,22
11726,1,4,19,17,15,22
11727,1,4,7,17,14,22
11728,1,4,15,17,13,23
11729,1,4,10,17,12,23
11730,1,4,5,17,11,24
11731,1,4,3,17,10,24
11732,1,4,8,17,9,25
11733,1,4,14,17,8,25
11734,1,4,17,17,7,26
11735,1,4,12,17,6,26
11736,1,4,20,17,5,28
11737,1,4,6,17,4,28
11738,1,4,1,17,3,29
11739,1,4,16,17,2,30
11740,1,4,18,17,1,37
11741,1,4,8,18,20,13
11742,1,4,20,18,19,19
11743,1,4,10,18,18,21
11744,1,4,18,18,17,22
11745,1,4,3,18,16,23
11746,1,4,14,18,15,24
11747,1,4,2,18,14,24
11748,1,4,12,18,13,25
11749,1,4,13,18,12,25
11750,1,4,6,18,11,25
11751,1,4,16,18,10,26
11752,1,4,9,18,9,26
11753,1,4,11,18,8,27
11754,1,4,4,18,7,27
11755,1,4,19,18,6,28
11756,1,4,7,18,5,28
11757,1,4,1,18,4,29
11758,1,4,15,18,3,30
11759,1,4,5,18,2,31
11760,1,4,17,18,1,40
11761,1,4,7,19,20,13
11762,1,4,19,19,19,20
11763,1,4,9,19,18,24
11764,1,4,13,19,17,24
11765,1,4,12,19,16,25
11766,1,4,17,19,15,25
11767,1,4,20,19,14,25
11768,1,4,2,19,13,26
11769,1,4,15,19,12,27
11770,1,4,8,19,11,27
11771,1,4,6,19,10,28
11772,1,4,5,19,9,28
11773,1,4,18,19,8,28
11774,1,4,3,19,7,28
11775,1,4,11,19,6,28
11776,1,4,1,19,5,29
11777,1,4,14,19,4,30
11778,1,4,10,19,3,30
